,entry_date,exit_date,entry_price,exit_price,direction,return,bars_held
0,2023-08-07,2023-08-10,179.77999877929688,177.60000610351562,1.0,-0.012125891036730244,3
1,2023-08-14,2023-08-16,177.05999755859375,175.57000732421875,1.0,-0.008415171438607547,2
2,2023-08-17,2023-08-18,175.3000030517578,175.3300018310547,1.0,0.0001711282303173593,1
3,2023-09-27,2023-11-17,174.10000610351562,183.6699981689453,1.0,0.054968361458526335,51
4,2023-11-20,2023-11-21,183.3699951171875,185.35000610351562,1.0,0.010797900632885691,1
5,2023-11-22,2023-11-27,184.55999755859375,186.77000427246094,1.0,0.011974462197126758,5
6,2023-11-28,2023-11-29,189.25999450683594,189.5399932861328,1.0,0.0014794398574642337,1
7,2023-12-05,2023-12-06,187.14999389648438,187.83999633789062,1.0,0.003686895345494381,1
8,2023-12-08,2023-12-12,185.63999938964844,183.49000549316406,1.0,-0.011581522859045333,4
9,2023-12-15,2023-12-18,187.0,187.85000610351562,1.0,0.0045454871845755345,3
10,2023-12-28,2024-01-18,191.47000122070312,187.3699951171875,1.0,-0.021413307971882452,21
11,2024-01-19,2024-01-29,187.92999267578125,188.3300018310547,1.0,0.0021285008825788518,10
12,2024-01-31,2024-02-01,188.4499969482422,190.41000366210938,1.0,0.010400672568891066,1
13,2024-02-05,2024-02-06,187.57000732421875,188.5500030517578,1.0,0.005224693124019125,1
14,2024-02-09,2024-02-15,187.60000610351562,185.66000366210938,1.0,-0.0103411640633731,6
15,2024-02-29,2024-03-01,189.30999755859375,192.88999938964844,1.0,0.018910791174389156,1
16,2024-03-13,2024-03-18,201.19000244140625,200.02999877929688,1.0,-0.005765712252263676,5
17,2024-03-19,2024-03-21,199.8000030517578,201.97000122070312,1.0,0.010860851530533653,2
18,2024-03-22,2024-03-26,200.35000610351562,201.63999938964844,1.0,0.006438698511774972,4
19,2024-04-01,2024-04-03,207.82000732421875,212.74000549316406,1.0,0.023674323912758085,2
20,2024-04-05,2024-04-08,215.13999938964844,216.47999572753906,1.0,0.006228485366236826,3
21,2024-04-10,2024-04-11,215.61000061035156,219.8000030517578,1.0,0.019433247203493053,1
22,2024-04-12,2024-04-15,216.88999938964844,220.9499969482422,1.0,0.018719155193964755,3
23,2024-04-22,2024-05-01,215.57000732421875,213.7899932861328,1.0,-0.008257243482896878,9
24,2024-05-02,2024-05-06,213.1300048828125,215.1999969482422,1.0,0.00971234466291057,4
25,2024-05-23,2024-05-24,215.72000122070312,215.9199981689453,1.0,0.0009271136061118905,1
26,2024-06-07,2024-06-10,211.60000610351562,213.5399932861328,1.0,0.009168181127878311,3
27,2024-07-25,2024-07-26,218.3300018310547,220.6300048828125,1.0,0.010534525866662939,1
28,2024-08-07,2024-08-08,220.5500030517578,224.00999450683594,1.0,0.015688013635012953,1
29,2024-08-22,2024-08-23,229.3699951171875,232.02000427246094,1.0,0.011553425520716084,1
30,2024-09-11,2024-09-12,232.25,236.3300018310547,1.0,0.017567284525531485,1
31,2024-10-09,2024-10-10,241.0500030517578,242.82000732421875,1.0,0.00734289255362874,1
32,2024-11-15,2024-11-18,236.58999633789062,241.08999633789062,1.0,0.019020246289590526,3
33,2024-12-30,2024-12-31,240.6300048828125,242.1300048828125,1.0,0.006233636577161291,1
34,2025-01-23,2025-01-24,254.07000732421875,255.64999389648438,1.0,0.006218705580030956,1
35,2025-01-27,2025-01-28,252.99000549316406,255.17999267578125,1.0,0.008656417783572727,1
36,2025-01-29,2025-01-30,254.1999969482422,258.04998779296875,1.0,0.015145518847155854,1
37,2025-02-12,2025-02-13,267.6700134277344,270.30999755859375,1.0,0.009862831092105574,1
38,2025-02-14,2025-02-18,266.2900085449219,270.70001220703125,1.0,0.016560905481233734,4
39,2025-02-27,2025-03-03,264.92999267578125,266.739990234375,1.0,0.006831984330323851,4
40,2025-03-10,2025-03-11,266.0400085449219,269.1600036621094,1.0,0.01172754103509464,1
41,2025-04-04,2025-04-09,279.7200012207031,285.3800048828125,1.0,0.020234533238270475,5
42,2025-06-24,2025-06-25,306.19000244140625,307.1199951171875,1.0,0.003037305817844974,1
43,2025-06-27,2025-06-30,301.2200012207031,304.8299865722656,1.0,0.011984547297433522,3
44,2025-07-30,2025-07-31,300.9599914550781,302.9599914550781,1.0,0.006645401570921176,1
45,2025-08-19,2025-08-20,305.2699890136719,308.3599853515625,1.0,0.010122175284489677,1
46,2025-09-17,2025-09-19,336.9700012207031,339.17999267578125,1.0,0.006558421957658661,2
