date,high,low,open,close,volume
2015-01-02,24.70532612789623,23.79860610220979,24.69424086520776,24.23755645751953,212818400.0
2015-01-05,24.0867954226108,23.368515030357656,24.00698630220791,23.55473518371582,257142000.0
2015-01-06,23.816341876980253,23.195604375837014,23.619036378758544,23.556962966918945,263188400.0
2015-01-07,23.98704009408535,23.654502560296518,23.765348404892794,23.887279510498047,160423600.0
2015-01-08,24.862720720656704,24.097883456887466,24.215381460812253,24.80508041381836,237458000.0
2015-01-09,25.106581306246863,24.432638435105563,24.977999733362566,24.831684112548828,214798000.0
2015-01-12,24.969135448943987,24.120057527235872,24.962484968593877,24.219818115234375,198603200.0
2015-01-13,25.006817431812447,24.144437095686346,24.703099278993438,24.434852600097656,268367600.0
2015-01-14,24.494711474568152,24.05354553692245,24.173259238412005,24.341745376586914,195826400.0
2015-01-15,24.39938717877788,23.645636776033786,24.386086218443666,23.681106567382812,240056000.0
2015-01-16,23.84959729078428,23.321969878262774,23.72766615981325,23.497106552124023,314053200.0
2015-01-20,24.157744549135312,23.610165785646576,23.907231848461198,24.10232162475586,199599600.0
2015-01-21,24.62107869073436,24.00255866913812,24.153309086853763,24.286325454711914,194303600.0
2015-01-22,24.93365875835831,24.32400675479041,24.443720442092136,24.918140411376953,215185600.0
2015-01-23,25.217426152284684,24.72527039983578,24.89597392403558,25.046724319458008,185859200.0
2015-01-26,25.352660001314483,25.006821530740638,25.21521055439176,25.073328018188477,222460000.0
2015-01-27,24.935874012088902,24.17103691285729,24.922571364835246,24.195423126220703,382274800.0
2015-01-28,26.186221517154262,25.56326675415039,26.077591377548313,25.56326675415039,585908400.0
2015-01-29,26.42342927258917,25.61868747113395,25.787173604889798,26.35913848876953,337745600.0
2015-01-30,26.602995911280225,25.904666930334532,26.248289637404408,25.973392486572266,334982000.0
2015-02-02,26.418990030058623,25.733963734027988,26.170696497379847,26.29927635192871,250956400.0
2015-02-03,26.40125984300976,26.07315712262307,26.270462571181156,26.3037166595459,207662800.0
2015-02-04,26.71606311438626,26.22834043488918,26.2704623926231,26.505455017089844,280598800.0
2015-02-05,26.75918181333036,26.541065808392663,26.712441335234317,26.694637298583984,168984800.0
2015-02-06,26.763634579747894,26.363014006611284,26.71244351282826,26.469846725463867,174826400.0
2015-02-09,26.67237874794815,26.358560745887814,26.385269347401834,26.645671844482422,155559200.0
2015-02-10,27.1865122612424,26.743605174485186,26.74582961803202,27.157577514648438,248034000.0
2015-02-11,27.80301984182764,27.26440906617443,27.324501302281014,27.794116973876953,294247200.0
2015-02-12,28.372791824140226,27.947688789457672,28.056745951498062,28.14577293395996,297898000.0
2015-02-13,28.32828225725113,27.965499237796237,28.32828225725113,28.283769607543945,217088800.0
2015-02-17,28.684386851565183,28.248154785440164,28.37501768994175,28.45069122314453,252609600.0
2015-02-18,28.66212282958764,28.366108881718322,28.4061709325431,28.64876937866211,179566800.0
2015-02-19,28.71776739221714,28.56197145541902,28.595355086126933,28.58867835998535,149449600.0
2015-02-20,28.822378158569336,28.499657229063484,28.62651844031598,28.822378158569336,195793600.0
2015-02-23,29.601364135742188,28.857992347697483,28.938116476690762,29.601364135742188,283896400.0
2015-02-24,29.73488832829574,29.194049920583875,29.5879936105374,29.416616439819336,276912400.0
2015-02-25,29.289761601489158,28.52190422778442,29.28085703698737,28.66434669494629,298846800.0
2015-02-26,29.1272901407614,28.179157638062435,28.66435120069195,29.027135848999023,365150000.0
2015-02-27,29.060531485491563,28.541950741259203,28.933666854540842,28.59091567993164,248059200.0
2015-03-02,28.99598163064792,28.555300633699616,28.76673826279468,28.73112678527832,192386800.0
2015-03-03,28.82683691668462,28.508564803037167,28.702200121110057,28.79122543334961,151265200.0
2015-03-04,28.835728218754888,28.55974780762392,28.733349484334305,28.60870933532715,126665200.0
2015-03-05,28.65545050468917,27.989976828616363,28.617614589224313,28.134645462036133,226068400.0
2015-03-06,28.7934381705221,28.101257649630615,28.57754831021603,28.176929473876953,291368400.0
2015-03-09,28.83795583428651,27.834178300278573,28.479621776355522,28.297117233276367,354114000.0
2015-03-10,28.314928311443243,27.553750807514756,28.13464987578879,27.711772918701172,275426400.0
2015-03-11,27.769632348191667,27.1776061090033,27.765181763587254,27.206539154052734,275756000.0
2015-03-12,27.798567927648104,27.070774214428088,27.222119566256076,27.69841194152832,193450800.0
2015-03-13,27.909852398243732,27.282214644751413,27.687285794905343,27.50700569152832,207309200.0
2015-03-16,27.809696197509766,27.346758956585212,27.571550001661393,27.809696197509766,143497200.0
2015-03-17,28.33717875688107,27.965492951426334,28.021134600076984,28.274860382080078,204092400.0
2015-03-18,28.74670351988461,28.125742488103533,28.26595883797083,28.59313201904297,261083600.0
2015-03-19,28.766726879045077,28.354979096981697,28.65544360291724,28.377235412597656,183238000.0
2015-03-20,28.577548187933573,27.856434625218515,28.544164558584388,28.021133422851562,274780400.0
2015-03-23,28.455142776311558,28.159128756389002,28.29267009034257,28.312700271606445,150838800.0
2015-03-24,28.4974290763615,28.168031423359356,28.317152352132542,28.19696617126465,131369200.0
2015-03-25,28.225895749966426,27.46026611328125,28.16357737452431,27.46026611328125,206620800.0
2015-03-26,27.794111009129256,27.286659531180717,27.32227099534107,27.651668548583984,190291600.0
2015-03-27,27.754052503943598,27.35565981059288,27.725119459155888,27.431331634521484,158184800.0
2015-03-30,28.132422500558253,27.598262246500134,27.609391257270598,28.12574577331543,188398800.0
2015-03-31,28.152448749647554,27.678382503094827,28.063421770066014,27.69396209716797,168362400.0
2015-04-01,27.84753562116134,27.397950105676763,27.780764957103703,27.653902053833008,162485600.0
2015-04-02,27.945463393763433,27.640548220607812,27.8275033605238,27.892047882080078,128880400.0
2015-04-06,28.379470193137237,27.671708273578293,27.702867464536038,28.34385871887207,148776000.0
2015-04-07,28.51523008704785,28.038939423968984,28.408399076017474,28.045616149902344,140049200.0
2015-04-08,28.13241873682573,27.81414842912516,28.010006426922278,27.954364776611328,149316800.0
2015-04-09,28.172483975939894,27.745156460803337,28.01000959153403,28.168031692504883,129936000.0
2015-04-10,28.312690464019965,27.878686373156768,28.032256137128662,28.2882080078125,160752000.0
2015-04-13,28.615391006220108,28.179158951331196,28.57087496683167,28.232574462890625,145460400.0
2015-04-14,28.330503197261073,28.023361895360114,28.265958678402846,28.11016273498535,102098400.0
2015-04-15,28.294891302452985,28.045617796712808,28.1346447764979,28.21699333190918,115881600.0
2015-04-16,28.28820373916871,28.067863364598555,28.10569926464689,28.08121681213379,113476000.0
2015-04-17,28.07454992374797,27.700637979338687,27.94323644885431,27.765182495117188,207828000.0
2015-04-20,28.51522995625131,27.85865920574181,27.94768617989097,28.39949607849121,188217200.0
2015-04-21,28.533043008456154,28.19251631569665,28.510788381771672,28.245933532714844,129740400.0
2015-04-22,28.682152261593764,28.11460853736159,28.263727728987256,28.626510620117188,150618000.0
2015-04-23,29.02714112271059,28.519689449229297,28.555300927111567,28.86021614074707,183083600.0
2015-04-24,29.073878985399837,28.762283676225756,29.042719794092143,28.99597930908203,178103600.0
2015-04-27,29.63030246654164,29.1896180057875,29.44779616330242,29.523468017578125,387816800.0
2015-04-28,29.94411036493817,28.837957432112898,29.926308024614418,29.05829620361328,475696000.0
2015-04-29,29.2875467074828,28.555303872035783,28.96927800584258,28.6309757232666,253544400.0
2015-04-30,28.630970767541644,27.727350805104503,28.630970767541644,27.85421371459961,332781600.0
2015-05-01,28.96259489680037,27.88759773139169,28.065650005792723,28.69996452331543,234050400.0
2015-05-04,29.06052523824225,28.5463934927065,28.822377324431148,28.644323348999023,203953200.0
2015-05-05,28.588682495503758,27.99443001026383,28.521911828332453,27.998882293701172,197085600.0
2015-05-06,28.21031879941125,27.455818101093367,28.168030598663822,27.82305335998535,288564000.0
2015-05-07,28.17841652722197,27.718012947016163,27.885635187565743,27.995149612426758,175763600.0
2015-05-08,28.52259635925293,28.185116493194354,28.31250930678528,28.52259635925293,222201600.0
2015-05-11,28.509188703141405,28.07784075746508,28.471194739748423,28.232053756713867,168143200.0
2015-05-12,28.357213138843044,27.89681125439261,28.071138115295525,28.13148307800293,192640000.0
2015-05-13,28.426491170136035,28.131476161493442,28.19405484436593,28.162765502929688,138776800.0
2015-05-14,28.819852828979492,28.419795874407285,28.475669960314683,28.819852828979492,180814000.0
2015-05-15,28.940538742139225,28.654463734874764,28.846670700094613,28.779621124267578,152832000.0
2015-05-18,29.21543763361359,28.687986210700842,28.692457091736877,29.09698486328125,203531600.0
2015-05-19,29.25119517387914,28.974058549918123,29.208730333645796,29.07016372680664,178532800.0
2015-05-20,29.273527213989194,28.906993633825813,29.05450192359765,29.06791114807129,145819600.0
2015-05-21,29.418815580549495,29.01652160607739,29.070161939434502,29.365175247192383,158921600.0
2015-05-22,29.718305200753246,29.367414350183818,29.412116341293565,29.62220001220703,182384000.0
2015-05-26,29.704888100810432,28.857835383738582,29.635604807334932,28.96958351135254,282790400.0
2015-05-27,29.55961409108794,29.06568926672743,29.13050168154005,29.51044464111328,183332800.0
2015-05-28,29.49033504010866,29.300365238124932,29.470221192301462,29.452341079711914,122933200.0
2015-05-29,29.378582344414525,29.03216246349136,29.329412894978606,29.11709213256836,203538000.0
2015-06-01,29.36517844806299,29.06569422731027,29.117097420954007,29.17520523071289,128451200.0
2015-06-02,29.20203046948954,28.90254621423665,29.023232728495053,29.045583724975586,134670400.0
2015-06-03,29.264607494316557,29.03216942122661,29.20202880008843,29.08133888244629,123934000.0
2015-06-04,29.184153395461372,28.81091490526977,28.960657048499915,28.911487579345703,153800400.0
2015-06-05,28.985238068604655,28.68798755600468,28.942773222478493,28.75279998779297,142507200.0
2015-06-08,28.877956739709482,28.34603448543426,28.808670026111816,28.56282615661621,210699200.0
2015-06-09,28.625404100730464,28.075603453683758,28.316978141433584,28.477895736694336,224301600.0
2015-06-10,28.90700941739929,28.574000421733558,28.58964509387513,28.804203033447266,156349200.0
2015-06-11,29.09474386884714,28.714800877836893,28.871247590572576,28.7393856048584,141563600.0
2015-06-12,28.681274522788435,28.408608821628476,28.649985183816742,28.42201805114746,147544800.0
2015-06-15,28.43766864992524,28.09571958476557,28.18288300509484,28.36614990234375,175955600.0
2015-06-16,28.57399769404389,28.243224170300312,28.390730821391042,28.518123626708984,125976400.0
2015-06-17,28.5807087993593,28.325923130867128,28.544950274818408,28.451082229614258,131672400.0
2015-06-18,28.676812945454838,28.433202769415,28.435438210107023,28.58070945739746,141628800.0
2015-06-19,28.56728424365582,28.249920048580062,28.542699525220588,28.294618606567383,218867600.0
2015-06-22,28.620933592430493,28.401908188920487,28.49354077871593,28.520360946655273,136157200.0
2015-06-23,28.52036006149513,28.357207028925068,28.49130615931855,28.390731811523438,121075600.0
2015-06-24,29.009819881307813,28.41084974026708,28.430963588424255,28.632110595703125,221123600.0
2015-06-25,28.87572014313876,28.495777130126953,28.79973222259295,28.495777130126953,127752400.0
2015-06-26,28.605288521166134,28.274514980241403,28.53376977946825,28.328153610229492,176267200.0
2015-06-29,28.265576457225944,27.820819311458745,28.039844723786928,27.831993103027344,196645600.0
2015-06-30,28.187353170768603,27.90574736331223,28.06442952719678,28.033140182495117,177482800.0
2015-07-01,28.37060820131465,28.158285788023164,28.36166814868905,28.294618606567383,120955200.0
2015-07-02,28.314743239130355,28.109125373028,28.25663373098352,28.258869171142578,108844000.0
2015-07-06,28.21193498282255,27.903509038161864,27.92362458918554,28.16053009033203,112241600.0
2015-07-07,28.194053726909633,27.662131533293508,28.135944221484937,28.091245651245117,187787200.0
2015-07-08,27.856577220215424,27.387235356101556,27.820818700782862,27.393939971923828,243046400.0
2015-07-09,27.726953013346197,26.645231639120965,27.68001899059427,26.835203170776367,314380000.0
2015-07-10,27.680010823799876,27.089980847371873,27.253133863684216,27.5526180267334,245418000.0
2015-07-13,28.10688869728068,27.78505355369843,27.943735685564384,28.08453941345215,165762000.0
2015-07-14,28.243229561769542,27.945979057570536,28.16947536957432,28.07337188720703,127072400.0
2015-07-15,28.417555688730346,28.066666556024543,28.09795590249705,28.343801498413086,134596800.0
2015-07-16,28.734913035682272,28.46224564660828,28.5494090432569,28.721500396728516,144889600.0
2015-07-17,28.96958351135254,28.67680396264912,28.84889703405364,28.96958351135254,184658800.0
2015-07-20,29.718305738148107,29.21096814036975,29.271313101232632,29.517160415649414,235600800.0
2015-07-21,29.707123950305423,29.126035691518517,29.691480984672705,29.222137451171875,307025600.0
2015-07-22,28.048780920616032,27.264308562448523,27.264308562448523,27.986202239990234,461802400.0
