date,high,low,open,volume,sma_5,sma_20,sma_50,sma_100,sma_200,ema_12,ema_26,rsi_7,rsi_14,rsi_20,ret_1,ret_5,ret_10,ret_20,ret_mean_5,ret_mean_20,ret_median_20,ret_skew_20,ret_kurt_20,vol_10,vol_20,vol_50,vol_ratio,atr_14,ema_12_slope,ema_26_slope,sma_5_slope,sma_20_slope,sma_50_slope,sma_100_slope,sma_200_slope,macd,macd_signal,macd_hist,vol_z,vol_pct,vol_atr_ratio,trend_regime,volume_regime,momentum_regime
2010-10-19,131.58999633789062,129.75,130.4600067138672,25327200.0,133.37799987792968,130.1480007171631,124.92460052490235,121.69000022888184,116.49509998321533,131.69134347080532,129.2245248204668,41.51992784554083,53.81701087114843,57.60687855810242,-0.03105449960421236,-0.014019445357615457,-0.0067181070761801465,0.032537087569354695,-0.0026890376869335595,0.0016554634406809599,0.037997804726894735,-1.3908693795022213,4.265449279657185,0.01337923184740294,0.010547252943167957,0.007971689240530943,1.6783433778850911,2.2142857142857144,-0.0021785070953525,0.0005484788314551459,-0.0027664056110286994,0.0015776142035683893,0.002038976217144217,0.0009393315236854161,0.0008724709212577508,2.4668186503385243,2.566518208745671,-0.0996995584071465,1.0664267940002026,0.9689344516930724,11438090.322580645,1,1,1
2010-10-20,131.64999389648438,130.32000732421875,130.36000061035156,12556600.0,132.8279998779297,130.4040012359619,125.19640060424804,121.81440032958984,116.60320003509521,131.63421483286893,129.37974574667064,48.97686924681644,57.568517846221226,60.293001620011495,0.00929987478434402,-0.0205116718860896,-0.0037173980991630495,0.040570606178987445,-0.004027002261739287,0.0020450683977416783,0.037997804726894735,-1.4381304953424472,4.139095340402308,0.01358517612193288,0.010684533142401366,0.008036236912791397,1.6904897490402697,2.2307139805385043,-0.00043380708580176286,0.001201172350368429,-0.004123618591546974,0.001966995400529914,0.002175713015720282,0.0010222705273565946,0.0009279364702503567,2.2544690861982986,2.5041083842361966,-0.24963929803789808,-0.6129856393262053,0.7701149425287356,5628960.104050982,1,1,1
2010-10-21,131.58999633789062,128.72000122070312,131.0800018310547,21804200.0,131.77200012207032,130.56250114440917,125.43900070190429,121.91000030517579,116.69300003051758,131.30125889253574,129.3864313373397,39.90133112342613,50.777083085028764,54.71360054723034,-0.014087770334554661,-0.03918366441036647,-0.006903382144606063,0.025098955600549422,-0.007858940812327986,0.001301057810517131,0.03604581171821564,-1.173710963390159,2.5301649431718714,0.013893648293271294,0.01127795730166185,0.008326822917393966,1.668541342971128,2.2599988664899553,-0.0025294027146052223,5.1674167625526124e-05,-0.007950129165762099,0.0012154528001058207,0.0019377561693896261,0.0007848002808148458,0.0007701331987057802,1.914827555196041,2.3862522184281656,-0.4714246632321246,0.5316864544420933,0.9512270891581236,9647880.945119452,1,1,1
2010-10-22,129.75,128.97000122070312,129.47000122070312,11885300.0,130.98200073242188,130.71450080871583,125.65820068359375,122.00950027465821,116.78755001068116,131.05952609792087,129.41188055142854,41.67342070717479,51.64052622963752,55.32517723199236,0.002008144777821741,-0.02954815353575202,-0.0146590299323055,0.02399552630475954,-0.005869174826383295,0.0012470709954790881,0.03372173492186026,-1.1599708768901589,2.5163210916952594,0.013448105001040014,0.011271536205318062,0.008196180378883696,1.6407770912030146,2.2828565325055803,-0.0018410546605095446,0.00019669152186829741,-0.005995199199500756,0.0011641908126325262,0.0017474627545093213,0.0008161756150713018,0.0008102455172018797,1.6476455464923276,2.238530884040998,-0.5908853375486705,-0.7709426275110459,0.7415346380863622,5206328.050302454,1,1,1
2010-10-25,131.3800048828125,130.2100067138672,131.16000366210938,12154900.0,130.29600219726564,130.92100105285644,125.90040084838867,122.13840034484863,116.88495002746582,131.02729225262777,129.51840837010164,49.20138204805298,55.27978424290144,57.90308662875089,0.008633395612906769,-0.02554358584273453,-0.010885080170067063,0.032591578622378936,-0.005040170952738898,0.0016669013338958482,0.032289558948010555,-1.2317831484697106,2.498963558441111,0.013697312570533842,0.011387701147790969,0.008246948038078617,1.6608947343052567,2.247857230050223,-0.00024594812947065225,0.0008231687710524849,-0.0052373496459078295,0.0015797806889290555,0.001927452115956907,0.0010564756834530176,0.000833993150603396,1.5088838825261348,2.0926014837380253,-0.5837176012118905,-0.806712191823791,0.7533395464429947,5407327.403853147,1,1,1
2010-10-26,131.13999938964844,129.72999572753906,129.99000549316406,10710900.0,130.45000305175782,131.072501373291,126.12340087890625,122.2553003692627,116.97510005950927,131.00463265727157,129.61926737104318,49.40543508614,55.37664763965522,57.97146315191641,0.00022926081694740752,0.00591810213549171,-0.008184311731633143,0.023699698434527017,0.0012165811314930552,0.0012325005637691734,0.032289558948010555,-1.1607153975402258,2.5281566183073405,0.013691563196615138,0.011261578380748998,0.008198915585026282,1.6699236691276715,2.2064285278320312,-0.00017293798083317657,0.0007787232889191475,0.0011819307722045203,0.001157188833084133,0.0017712416244497486,0.0009571111467319149,0.0007712715111933832,1.3853652862283923,1.951154244236099,-0.5657889580077067,-0.9228578409432976,0.67381174277726,4854406.052537854,1,1,1
2010-10-27,130.0,128.7899932861328,129.92999267578125,16132100.0,130.09000244140626,131.15100173950196,126.31880096435548,122.33560043334961,117.07025009155274,130.77622829037762,129.61191454892597,40.74815566459009,50.08067004623157,53.801225157124755,-0.010391202319783521,-0.01370699780204665,-0.03393751624667729,0.01227047566756756,-0.002721634289332453,0.0006738327139847011,0.03218595499623311,-0.9718156537302891,1.7511831936633326,0.012609506386803996,0.011558330936847537,0.008376284432057403,1.5053818299848276,2.130000523158482,-0.0017434831292684194,-5.6726305173171454e-05,-0.0027596826518181405,0.0005989079737434011,0.0015492770103529008,0.0006568227622392175,0.000813421249437285,1.1643137414516502,1.7937861436792093,-0.6294724022275591,-0.21564560837895935,0.8800869835352594,7573754.00832223,1,1,1
2010-10-28,131.5,129.83999633789062,130.36000061035156,15889600.0,130.44400329589843,131.3175018310547,126.53920104980469,122.43800048828125,117.16875011444091,130.84757862926784,129.7325138781288,52.92051694199463,55.83356165554068,57.83884244925662,0.013279811333891667,0.013671153593670438,-0.026048196711212945,0.026033943676925464,0.0027518820443568127,0.0013534517633235598,0.03218595499623311,-1.01329612178712,1.5322733002132396,0.013458912656314135,0.011892070186649478,0.008532204026874116,1.577425084295011,2.1542859758649553,0.0005455910437468514,0.0009304648389967252,0.0027211995376170695,0.0012695296974052361,0.0017447924122664382,0.0008370421575478737,0.0008413753520739586,1.1150647511390446,1.6580418651711764,-0.5429771140321318,-0.2260833461922894,0.8726312519415967,7375808.122976921,1,1,1
2010-10-29,132.82000732421875,131.05999755859375,131.47999572753906,14334900.0,131.02200317382812,131.50300140380858,126.78380096435546,122.5586004638672,117.27170009613037,131.1202580889478,129.94640137731832,60.51354436893369,59.83316401844643,60.73687349149987,0.010515007362563056,0.02227703295171657,-0.007929365774013708,0.028779701727435603,0.004453254561305076,0.0014883022911852562,0.030448521594069744,-1.0106754725607814,1.4518717421464653,0.013896382086403673,0.01198416806119486,0.008620607453726288,1.6119956929945711,2.2342867170061385,0.0020839473113409834,0.0016486807570108564,0.004431019160141547,0.001412603576578464,0.0019329971465087414,0.000984988117292085,0.0008786470930934875,1.173856711629469,1.5612048344628349,-0.38734812283336595,-0.41792370024093667,0.8381484933209071,6415873.079712991,1,1,1
2010-11-01,133.07000732421875,131.75999450683594,132.85000610351562,12403600.0,131.23600158691406,131.6760009765625,127.02280090332032,122.6881004333496,117.37700008392333,131.243295024332,130.09259373225365,55.24109212909297,57.012820717768584,58.586639059958465,-0.0052782157594233325,0.008177241234388788,-0.017575220671773084,0.026934386378983488,0.0016709322868390553,0.0013989306915852596,0.014214857027065653,-0.9807060599310766,1.3451761769890798,0.01383366107496985,0.01202983160654374,0.008647421277324813,1.599744089170762,2.2900009155273438,0.000938351839582019,0.0011250204190791369,0.0016333013379594696,0.0013155560778623787,0.0018850983891234296,0.0010566371433116117,0.0008979147373717744,1.1507012920783666,1.4791041259859412,-0.32840283390757463,-0.7305258787877377,0.762659210935073,5416417.048524929,1,1,1
