date,high,low,open,close,volume,position,return,strategy_return,equity_curve,drawdown
2015-01-02,24.70532612789623,23.79860610220979,24.69424086520776,24.23755645751953,212818400.0,0.0,,,,
2015-01-05,24.0867954226108,23.368515030357656,24.00698630220791,23.55473518371582,257142000.0,0.0,-0.0281720343798052,-0.0,1.0,0.0
2015-01-06,23.816341876980253,23.195604375837014,23.619036378758544,23.556962966918945,263188400.0,0.0,9.457899593212638e-05,0.0,1.0,0.0
2015-01-07,23.98704009408535,23.654502560296518,23.765348404892794,23.887279510498047,160423600.0,0.0,0.01402203433621585,0.0,1.0,0.0
2015-01-08,24.862720720656704,24.097883456887466,24.215381460812253,24.80508041381836,237458000.0,0.0,0.038422161172307456,0.0,1.0,0.0
2015-01-09,25.106581306246863,24.432638435105563,24.977999733362566,24.831684112548828,214798000.0,0.0,0.0010725100780422103,0.0,1.0,0.0
2015-01-12,24.969135448943987,24.120057527235872,24.962484968593877,24.219818115234375,198603200.0,0.0,-0.024640535637502015,-0.0,1.0,0.0
2015-01-13,25.006817431812447,24.144437095686346,24.703099278993438,24.434852600097656,268367600.0,0.0,0.008878451681188393,0.0,1.0,0.0
2015-01-14,24.494711474568152,24.05354553692245,24.173259238412005,24.341745376586914,195826400.0,0.0,-0.003810427058208221,-0.0,1.0,0.0
2015-01-15,24.39938717877788,23.645636776033786,24.386086218443666,23.681106567382812,240056000.0,0.0,-0.02714015774068268,-0.0,1.0,0.0
2015-01-16,23.84959729078428,23.321969878262774,23.72766615981325,23.497106552124023,314053200.0,0.0,-0.007769907826529643,-0.0,1.0,0.0
2015-01-20,24.157744549135312,23.610165785646576,23.907231848461198,24.10232162475586,199599600.0,0.0,0.02575700422046756,0.0,1.0,0.0
2015-01-21,24.62107869073436,24.00255866913812,24.153309086853763,24.286325454711914,194303600.0,0.0,0.0076342782583675994,0.0,1.0,0.0
2015-01-22,24.93365875835831,24.32400675479041,24.443720442092136,24.918140411376953,215185600.0,0.0,0.02601525528607529,0.0,1.0,0.0
2015-01-23,25.217426152284684,24.72527039983578,24.89597392403558,25.046724319458008,185859200.0,0.0,0.00516025297065692,0.0,1.0,0.0
2015-01-26,25.352660001314483,25.006821530740638,25.21521055439176,25.073328018188477,222460000.0,0.0,0.0010621627958671276,0.0,1.0,0.0
2015-01-27,24.935874012088902,24.17103691285729,24.922571364835246,24.195423126220703,382274800.0,0.0,-0.03501349686531163,-0.0,1.0,0.0
2015-01-28,26.186221517154262,25.56326675415039,26.077591377548313,25.56326675415039,585908400.0,0.0,0.05653315591110064,0.0,1.0,0.0
2015-01-29,26.42342927258917,25.61868747113395,25.787173604889798,26.35913848876953,337745600.0,0.0,0.03113341273137271,0.0,1.0,0.0
2015-01-30,26.602995911280225,25.904666930334532,26.248289637404408,25.973392486572266,334982000.0,1.0,-0.014634241644946644,-0.0,1.0,0.0
2015-02-02,26.418990030058623,25.733963734027988,26.170696497379847,26.29927635192871,250956400.0,0.0,0.012546834824327169,0.012546834824327169,1.0125468348243272,0.0
2015-02-03,26.40125984300976,26.07315712262307,26.270462571181156,26.3037166595459,207662800.0,0.0,0.0001688376348372156,0.0,1.0125468348243272,0.0
2015-02-04,26.71606311438626,26.22834043488918,26.2704623926231,26.505455017089844,280598800.0,0.0,0.007669576134623268,0.0,1.0125468348243272,0.0
2015-02-05,26.75918181333036,26.541065808392663,26.712441335234317,26.694637298583984,168984800.0,0.0,0.007137484769537572,0.0,1.0125468348243272,0.0
2015-02-06,26.763634579747894,26.363014006611284,26.71244351282826,26.469846725463867,174826400.0,0.0,-0.008420813911266034,-0.0,1.0125468348243272,0.0
2015-02-09,26.67237874794815,26.358560745887814,26.385269347401834,26.645671844482422,155559200.0,0.0,0.00664246834680049,0.0,1.0125468348243272,0.0
2015-02-10,27.1865122612424,26.743605174485186,26.74582961803202,27.157577514648438,248034000.0,0.0,0.019211588026519122,0.0,1.0125468348243272,0.0
2015-02-11,27.80301984182764,27.26440906617443,27.324501302281014,27.794116973876953,294247200.0,1.0,0.023438742239994426,0.0,1.0125468348243272,0.0
2015-02-12,28.372791824140226,27.947688789457672,28.056745951498062,28.14577293395996,297898000.0,1.0,0.012652172415245966,0.012652172415245966,1.025357751957036,0.0
2015-02-13,28.32828225725113,27.965499237796237,28.32828225725113,28.283769607543945,217088800.0,0.0,0.004902927125425727,0.004902927125425727,1.0303850062923718,0.0
2015-02-17,28.684386851565183,28.248154785440164,28.37501768994175,28.45069122314453,252609600.0,0.0,0.005901674985927752,0.0,1.0303850062923718,0.0
2015-02-18,28.66212282958764,28.366108881718322,28.4061709325431,28.64876937866211,179566800.0,0.0,0.006962156172727552,0.0,1.0303850062923718,0.0
2015-02-19,28.71776739221714,28.56197145541902,28.595355086126933,28.58867835998535,149449600.0,0.0,-0.002097507850424951,-0.0,1.0303850062923718,0.0
2015-02-20,28.822378158569336,28.499657229063484,28.62651844031598,28.822378158569336,195793600.0,0.0,0.008174557621771328,0.0,1.0303850062923718,0.0
2015-02-23,29.601364135742188,28.857992347697483,28.938116476690762,29.601364135742188,283896400.0,0.0,0.027027123608162285,0.0,1.0303850062923718,0.0
2015-02-24,29.73488832829574,29.194049920583875,29.5879936105374,29.416616439819336,276912400.0,0.0,-0.006241188584271251,-0.0,1.0303850062923718,0.0
2015-02-25,29.289761601489158,28.52190422778442,29.28085703698737,28.66434669494629,298846800.0,0.0,-0.02557295283813632,-0.0,1.0303850062923718,0.0
2015-02-26,29.1272901407614,28.179157638062435,28.66435120069195,29.027135848999023,365150000.0,0.0,0.012656459884246907,0.0,1.0303850062923718,0.0
2015-02-27,29.060531485491563,28.541950741259203,28.933666854540842,28.59091567993164,248059200.0,0.0,-0.015028012799355284,-0.0,1.0303850062923718,0.0
2015-03-02,28.99598163064792,28.555300633699616,28.76673826279468,28.73112678527832,192386800.0,0.0,0.004904043889895293,0.0,1.0303850062923718,0.0
2015-03-03,28.82683691668462,28.508564803037167,28.702200121110057,28.79122543334961,151265200.0,0.0,0.00209176091562413,0.0,1.0303850062923718,0.0
2015-03-04,28.835728218754888,28.55974780762392,28.733349484334305,28.60870933532715,126665200.0,0.0,-0.006339295923509014,-0.0,1.0303850062923718,0.0
2015-03-05,28.65545050468917,27.989976828616363,28.617614589224313,28.134645462036133,226068400.0,0.0,-0.01657061378527913,-0.0,1.0303850062923718,0.0
2015-03-06,28.7934381705221,28.101257649630615,28.57754831021603,28.176929473876953,291368400.0,0.0,0.0015029161073978337,0.0,1.0303850062923718,0.0
2015-03-09,28.83795583428651,27.834178300278573,28.479621776355522,28.297117233276367,354114000.0,0.0,0.004265466878172086,0.0,1.0303850062923718,0.0
2015-03-10,28.314928311443243,27.553750807514756,28.13464987578879,27.711772918701172,275426400.0,0.0,-0.020685651819219664,-0.0,1.0303850062923718,0.0
