date,high,low,open,close,volume,prob_up,predicted_return_5_bar,predicted_return_10_bar,ret5_norm,ret10_norm,prob_norm,ensemble_score,signal,position
2023-08-23,178.22000122070312,177.07000732421875,177.32000732421875,177.88999938964844,7949100.0,0.2610439,-0.07344564,-0.07344564,0.12111735,0.12111735,-0.4779122,-0.17839742,0,0
2023-08-24,178.49000549316406,177.41000366210938,177.66000366210938,177.85000610351562,5526400.0,0.30146134,-0.075074814,-0.075074814,0.040379047,0.040379047,-0.39707732,-0.17834914,0,0
2023-08-25,178.3800048828125,176.6300048828125,177.5800018310547,177.6199951171875,6132800.0,0.28346226,-0.07477358,-0.07477358,0.055307508,0.055307508,-0.4330755,-0.18888399,0,0
2023-08-28,178.72999572753906,177.50999450683594,177.64999389648438,178.1300048828125,4740700.0,0.23156267,-0.07332289,-0.07332289,0.12720048,0.12720048,-0.53687465,-0.20483708,0,0
2023-08-29,179.8800048828125,177.89999389648438,178.02999877929688,179.8699951171875,7576600.0,0.3571845,-0.08212354,-0.08212354,-0.3089404,-0.3089404,-0.285631,-0.2972857,0,0
2023-08-30,180.8800048828125,180.2899932861328,180.5800018310547,180.32000732421875,6593700.0,0.2848246,-0.086497545,-0.086497545,-0.5257065,-0.5257065,-0.43035078,-0.47802868,0,0
2023-08-31,180.49000549316406,179.94000244140625,180.3699951171875,180.02000427246094,4795600.0,0.43102932,-0.08482109,-0.08482109,-0.44262505,-0.44262505,-0.13794136,-0.2902832,0,0
2023-09-01,181.1199951171875,179.50999450683594,180.8000030517578,180.11000061035156,4970700.0,0.2722981,-0.084346876,-0.084346876,-0.41912407,-0.41912407,-0.4554038,-0.43726394,0,0
2023-09-05,179.44000244140625,178.63999938964844,179.3300018310547,178.63999938964844,7056800.0,0.23853229,-0.072237924,-0.072237924,0.18096912,0.18096912,-0.5229354,-0.17098314,0,0
2023-09-06,179.00999450683594,177.6999969482422,178.3300018310547,177.8300018310547,6427200.0,0.30368784,-0.07746992,-0.07746992,-0.078317285,-0.078317285,-0.39262432,-0.2354708,0,0
2023-09-07,178.3699951171875,177.89999389648438,178.30999755859375,178.02000427246094,3257200.0,0.5275444,-0.08349662,-0.08349662,-0.3769874,-0.3769874,0.05508876,-0.16094932,0,0
2023-09-08,179.0500030517578,177.89999389648438,178.36000061035156,178.0800018310547,3292700.0,0.52416193,-0.08221892,-0.08221892,-0.31366736,-0.31366736,0.04832387,-0.13267174,0,0
2023-09-11,179.07000732421875,178.25999450683594,178.97000122070312,178.41000366210938,3689100.0,0.183193,-0.08281677,-0.08281677,-0.34329545,-0.34329545,-0.633614,-0.48845473,0,0
2023-09-12,177.6999969482422,177.0500030517578,177.11000061035156,177.49000549316406,4445400.0,0.40139526,-0.07598127,-0.07598127,-0.004542768,-0.004542768,-0.19720948,-0.10087612,0,0
2023-09-13,177.75,177.0399932861328,177.52999877929688,177.0800018310547,3874800.0,0.41247734,-0.075792596,-0.075792596,0.004807353,0.004807353,-0.17504531,-0.08511898,0,0
2023-09-14,177.38999938964844,176.36000061035156,176.5,177.1699981689453,6184400.0,0.17812169,-0.08158466,-0.08158466,-0.2822348,-0.2822348,-0.6437566,-0.4629957,0,0
2023-09-15,179.11000061035156,178.33999633789062,178.5500030517578,178.33999633789062,5620900.0,0.17994756,-0.08596626,-0.08596626,-0.49937713,-0.49937713,-0.6401049,-0.569741,0,0
2023-09-18,179.41000366210938,178.3800048828125,178.82000732421875,179.38999938964844,5049300.0,0.23732229,-0.08908326,-0.08908326,-0.653849,-0.653849,-0.52535546,-0.58960223,0,0
2023-09-19,179.64999389648438,179.02999877929688,179.5399932861328,179.22000122070312,4224700.0,0.40565798,-0.08186891,-0.08186891,-0.29632145,-0.29632145,-0.18868405,-0.24250275,0,0
2023-09-20,180.66000366210938,179.32000732421875,179.33999633789062,179.35000610351562,9328000.0,0.32536936,-0.08231258,-0.08231258,-0.31830865,-0.31830865,-0.34926128,-0.33378497,0,0
2023-09-21,178.49000549316406,177.69000244140625,177.86000061035156,178.0500030517578,7571900.0,0.24029632,-0.080461234,-0.080461234,-0.22656012,-0.22656012,-0.5194074,-0.37298375,0,0
2023-09-22,178.9499969482422,178.50999450683594,178.64999389648438,178.6199951171875,3634800.0,0.21805152,-0.08520641,-0.08520641,-0.46172076,-0.46172076,-0.56389695,-0.51280886,0,0
2023-09-25,178.7100067138672,177.63999938964844,178.41000366210938,177.6999969482422,5582100.0,0.24819715,-0.078154795,-0.078154795,-0.11225808,-0.11225808,-0.5036057,-0.3079319,0,0
2023-09-26,177.13999938964844,176.16000366210938,176.8300018310547,176.27999877929688,7181100.0,0.31415808,-0.07378564,-0.07378564,0.10426772,0.10426772,-0.37168384,-0.13370806,0,0
2023-09-27,175.32000732421875,173.6999969482422,175.27000427246094,174.10000610351562,10919600.0,0.38153705,-0.065422244,-0.065422244,0.5187392,0.5187392,-0.2369259,0.14090666,1,1
2023-09-28,174.13999938964844,172.32000732421875,173.91000366210938,173.22999572753906,10061900.0,0.32201216,-0.06605853,-0.06605853,0.48720622,0.48720622,-0.3559757,0.065615274,1,1
2023-09-29,174.02999877929688,171.27000427246094,173.9199981689453,171.4499969482422,10427400.0,0.48629126,-0.061481044,-0.061481044,0.7140565,0.7140565,-0.027417481,0.34331954,1,1
2023-10-02,170.4600067138672,169.5,170.22999572753906,169.64999389648438,12706000.0,0.62744945,-0.042074457,-0.042074457,1.0,1.0,0.2548989,0.62744945,1,1
2023-10-03,170.0800018310547,168.75,169.13999938964844,169.16000366210938,11459800.0,0.73161846,-0.0275366,-0.0275366,1.0,1.0,0.46323693,0.73161846,1,1
2023-10-04,169.41000366210938,168.5,169.2100067138672,169.13999938964844,10034600.0,0.56767935,-0.02543614,-0.02543614,1.0,1.0,0.13535869,0.56767935,1,1
2023-10-05,169.0,168.3000030517578,168.74000549316406,168.8300018310547,6970200.0,0.68337494,-0.022407953,-0.022407953,1.0,1.0,0.36674988,0.68337494,1,1
2023-10-06,170.22999572753906,168.5,169.1699981689453,169.6999969482422,9948400.0,0.48901373,-0.02640377,-0.02640377,1.0,1.0,-0.021972537,0.48901373,1,1
2023-10-09,172.86000061035156,171.0800018310547,171.17999267578125,172.82000732421875,10201500.0,0.21918076,-0.025281884,-0.025281884,1.0,1.0,-0.5616385,0.21918078,1,1
2023-10-10,172.8000030517578,171.89999389648438,172.0800018310547,172.52999877929688,5844000.0,0.43222308,-0.029696114,-0.029696114,1.0,1.0,-0.13555384,0.43222308,1,1
2023-10-11,174.1300048828125,173.25999450683594,173.60000610351562,173.7899932861328,7128000.0,0.21554607,-0.027648937,-0.027648937,1.0,1.0,-0.56890786,0.21554609,1,1
2023-10-12,174.22999572753906,173.24000549316406,174.05999755859375,173.25999450683594,5912700.0,0.38747296,-0.027658664,-0.027658664,1.0,1.0,-0.22505409,0.387473,1,1
2023-10-13,179.10000610351562,176.72000122070312,176.88999938964844,178.8300018310547,18796500.0,0.09905197,-0.037597463,-0.037597463,1.0,1.0,-0.8018961,0.09905197,1,1
2023-10-16,178.3300018310547,177.5399932861328,177.83999633789062,177.9600067138672,8385400.0,0.2050847,-0.037412204,-0.037412204,1.0,1.0,-0.58983064,0.2050847,1,1
2023-10-17,179.1300048828125,177.97999572753906,178.3699951171875,178.2899932861328,8231900.0,0.19821641,-0.037324302,-0.037324302,1.0,1.0,-0.6035672,0.19821642,1,1
2023-10-18,182.02000427246094,179.75,180.88999938964844,180.8699951171875,13920800.0,0.30133855,-0.03503258,-0.03503258,1.0,1.0,-0.3973229,0.30133855,1,1
2023-10-19,183.42999267578125,180.82000732421875,181.0399932861328,183.08999633789062,13406600.0,0.1835912,-0.03835148,-0.03835148,1.0,1.0,-0.6328176,0.1835912,1,1
2023-10-20,185.22999572753906,183.08999633789062,183.42999267578125,183.58999633789062,12785700.0,0.17129406,-0.03829977,-0.03829977,1.0,1.0,-0.6574119,0.17129408,1,1
2023-10-23,183.55999755859375,182.7100067138672,183.50999450683594,182.97000122070312,9479800.0,0.31179973,-0.037311595,-0.037311595,1.0,1.0,-0.37640053,0.31179976,1,1
2023-10-24,183.39999389648438,181.67999267578125,182.07000732421875,182.9499969482422,6594000.0,0.30604,-0.035170857,-0.035170857,1.0,1.0,-0.38792002,0.30604,1,1
2023-10-25,184.3000030517578,182.0399932861328,183.4199981689453,183.72000122070312,10087000.0,0.34143692,-0.031349257,-0.031349257,1.0,1.0,-0.31712615,0.34143692,1,1
2023-10-26,184.49000549316406,182.8699951171875,183.39999389648438,184.00999450683594,7671400.0,0.34717196,-0.03835948,-0.03835948,1.0,1.0,-0.30565608,0.34717196,1,1
2023-10-27,186.36000061035156,183.47000122070312,183.75999450683594,186.14999389648438,14102800.0,0.21038021,-0.0592503,-0.0592503,0.8246074,0.8246074,-0.5792396,0.1226839,1,1
2023-10-30,185.6999969482422,184.72999572753906,185.5399932861328,185.10000610351562,8756400.0,0.32261866,-0.06296355,-0.06296355,0.6405866,0.6405866,-0.35476267,0.14291199,1,1
2023-10-31,186.2100067138672,183.5,185.0800018310547,184.08999633789062,10104600.0,0.21483669,-0.058481716,-0.058481716,0.86269665,0.86269665,-0.5703266,0.14618503,1,1
2023-11-01,185.0,182.6699981689453,183.91000366210938,183.50999450683594,9048600.0,0.31707293,-0.05564984,-0.05564984,1.0,1.0,-0.36585414,0.31707293,1,1
2023-11-02,184.27999877929688,183.5,184.1300048828125,184.1199951171875,7343700.0,0.39095104,-0.058597114,-0.058597114,0.8569778,0.8569778,-0.21809793,0.31943998,1,1
2023-11-03,185.47000122070312,184.35000610351562,184.47999572753906,184.7899932861328,8530400.0,0.27877498,-0.0583027,-0.0583027,0.8715682,0.8715682,-0.44245005,0.2145591,1,1
2023-11-06,184.22999572753906,183.33999633789062,184.13999938964844,183.35000610351562,8274700.0,0.35527477,-0.057649,-0.057649,0.90396416,0.90396416,-0.28945047,0.30725688,1,1
2023-11-07,182.64999389648438,181.75,182.25,182.58999633789062,6795800.0,0.6086117,-0.058692984,-0.058692984,0.8522266,0.8522266,0.2172234,0.534725,1,1
2023-11-08,182.07000732421875,180.57000732421875,182.00999450683594,180.77000427246094,6738300.0,0.6621589,-0.05811694,-0.05811694,0.88077414,0.88077414,0.3243178,0.602546,1,1
2023-11-09,182.27999877929688,180.88999938964844,180.97999572753906,181.49000549316406,6486300.0,0.42768255,-0.060982157,-0.060982157,0.73878026,0.73878026,-0.1446349,0.2970727,1,1
2023-11-10,180.58999633789062,179.25,180.50999450683594,179.50999450683594,7606600.0,0.5041909,-0.059103664,-0.059103664,0.83187425,0.83187425,0.008381844,0.42012805,1,1
2023-11-13,180.72999572753906,179.11000061035156,179.39999389648438,180.50999450683594,5385900.0,0.22505519,-0.059426963,-0.059426963,0.8158523,0.8158523,-0.5498896,0.13298135,1,1
2023-11-14,182.75,181.6199951171875,181.6999969482422,182.1199951171875,6831600.0,0.20207995,-0.05806345,-0.05806345,0.8834249,0.8834249,-0.5958401,0.14379239,1,1
2023-11-15,182.17999267578125,181.30999755859375,182.02999877929688,181.63999938964844,4909400.0,0.3664091,-0.060743306,-0.060743306,0.75061715,0.75061715,-0.2671818,0.24171768,1,1
2023-11-16,184.32000732421875,182.8000030517578,182.85000610351562,183.69000244140625,8253300.0,0.19210109,-0.060967762,-0.060967762,0.7394936,0.7394936,-0.6157978,0.061847895,1,1
2023-11-17,184.1300048828125,183.4499969482422,183.9600067138672,183.6699981689453,4871100.0,0.21159966,-0.06440035,-0.06440035,0.56938195,0.56938195,-0.5768007,-0.0037093684,0,0
2023-11-20,183.47999572753906,182.22999572753906,182.32000732421875,183.3699951171875,5389300.0,0.60257405,-0.061460614,-0.061460614,0.71506894,0.71506894,0.2051481,0.46010852,1,1
2023-11-21,186.1199951171875,185.07000732421875,185.57000732421875,185.35000610351562,7322400.0,0.098708875,-0.06005824,-0.06005824,0.7845676,0.7845676,-0.80258226,-0.00900732,0,0
2023-11-22,185.72000122070312,184.27000427246094,185.47000122070312,184.55999755859375,4337700.0,0.2806881,-0.05962532,-0.05962532,0.80602217,0.80602217,-0.4386238,0.1836992,1,1
2023-11-24,185.75,185.16000366210938,185.47000122070312,185.52000427246094,2445100.0,0.48033705,-0.06257947,-0.06257947,0.659621,0.659621,-0.039325893,0.31014755,1,1
2023-11-27,186.8000030517578,185.92999267578125,186.55999755859375,186.77000427246094,6320400.0,0.109226175,-0.060151745,-0.060151745,0.7799337,0.7799337,-0.78154767,-0.0008069724,0,0
2023-11-28,189.39999389648438,187.52000427246094,187.89999389648438,189.25999450683594,10901900.0,0.23894033,-0.06307649,-0.06307649,0.63498974,0.63498974,-0.52211934,0.056435212,1,1
2023-11-29,189.99000549316406,189.02000427246094,189.16000366210938,189.5399932861328,8407300.0,0.121055394,-0.065073945,-0.065073945,0.53600025,0.53600025,-0.7578892,-0.11094447,0,0
2023-11-30,189.24000549316406,188.27999877929688,188.88999938964844,188.75,7558100.0,0.22535582,-0.0645166,-0.0645166,0.56362116,0.56362116,-0.5492884,0.007166393,0,0
2023-12-01,192.39999389648438,188.69000244140625,188.80999755859375,192.00999450683594,16727600.0,0.22489303,-0.068921864,-0.068921864,0.3453058,0.3453058,-0.55021393,-0.10245407,0,0
2023-12-04,190.3800048828125,187.25999450683594,189.60000610351562,187.86000061035156,18460500.0,0.23224522,-0.06944945,-0.06944945,0.31915987,0.31915987,-0.5355096,-0.10817485,0,0
2023-12-05,187.8800048828125,186.3000030517578,187.5500030517578,187.14999389648438,7027700.0,0.26427707,-0.06244231,-0.06244231,0.6664183,0.6664183,-0.47144586,0.09748623,1,1
2023-12-06,188.4600067138672,187.5,188.32000732421875,187.83999633789062,5778600.0,0.06338092,-0.065701336,-0.065701336,0.5049081,0.5049081,-0.87323815,-0.18416503,0,0
2023-12-07,188.58999633789062,187.25999450683594,188.4499969482422,188.14999389648438,5802000.0,0.06517214,-0.06604067,-0.06604067,0.48809135,0.48809135,-0.8696557,-0.19078219,0,0
2023-12-08,186.77999877929688,184.89999389648438,185.92999267578125,185.63999938964844,7883200.0,0.46291912,-0.06857278,-0.06857278,0.36260545,0.36260545,-0.07416177,0.14422184,1,1
2023-12-11,184.52999877929688,183.14999389648438,184.5,183.58999633789062,8519500.0,0.29271093,-0.06112162,-0.06112162,0.73186874,0.73186874,-0.41457814,0.15864532,1,1
2023-12-12,183.97999572753906,183.25999450683594,183.83999633789062,183.49000549316406,5056900.0,0.17190641,-0.061308526,-0.061308526,0.7226062,0.7226062,-0.6561872,0.033209518,0,0
2023-12-13,187.66000366210938,183.3800048828125,183.82000732421875,187.6300048828125,10635500.0,0.07051263,-0.072066635,-0.072066635,0.18945777,0.18945777,-0.85897475,-0.33475846,0,0
2023-12-14,189.82000732421875,188.0800018310547,188.86000061035156,188.72999572753906,9107200.0,0.0936215,-0.06977155,-0.06977155,0.30319715,0.30319715,-0.812757,-0.25477993,0,0
2023-12-15,188.9600067138672,186.82000732421875,188.52000427246094,187.0,8324800.0,0.4415671,-0.07139687,-0.07139687,0.22264981,0.22264981,-0.116865814,0.052892003,1,1
2023-12-18,188.49000549316406,187.24000549316406,187.5,187.85000610351562,5358000.0,0.16196795,-0.06927148,-0.06927148,0.32797945,0.32797945,-0.67606413,-0.17404234,0,0
2023-12-19,189.72000122070312,188.1300048828125,188.22999572753906,189.1300048828125,6025600.0,0.10306848,-0.06837178,-0.06837178,0.3725667,0.3725667,-0.79386306,-0.21064818,0,0
2023-12-20,188.9600067138672,188.08999633789062,188.69000244140625,188.10000610351562,6002400.0,0.26562402,-0.06927496,-0.06927496,0.32780695,0.32780695,-0.46875197,-0.0704725,0,0
2023-12-21,189.6199951171875,188.75,189.2100067138672,189.42999267578125,4620000.0,0.08480605,-0.06715974,-0.06715974,0.43263268,0.43263268,-0.8303879,-0.1988776,0,0
2023-12-22,191.8800048828125,190.07000732421875,191.60000610351562,190.27000427246094,7176300.0,0.23763673,-0.070505224,-0.070505224,0.26683795,0.26683795,-0.5247265,-0.12894428,0,0
2023-12-26,191.74000549316406,190.39999389648438,190.97000122070312,191.72000122070312,4502700.0,0.14665572,-0.06452389,-0.06452389,0.5632597,0.5632597,-0.7066885,-0.0717144,0,0
2023-12-27,193.17999267578125,191.5399932861328,191.77000427246094,192.58999633789062,5813300.0,0.10814026,-0.06289266,-0.06289266,0.64409983,0.64409983,-0.7837195,-0.06980981,0,0
2023-12-28,192.88999938964844,191.44000244140625,192.33999633789062,191.47000122070312,6171500.0,0.3525876,-0.06608709,-0.06608709,0.48579097,0.48579097,-0.29482478,0.095483094,1,1
2023-12-29,191.63999938964844,190.74000549316406,190.99000549316406,191.1699981689453,4612300.0,0.41607282,-0.0660842,-0.0660842,0.48593426,0.48593426,-0.16785437,0.15903994,1,1
2024-01-02,191.88999938964844,190.5,191.44000244140625,190.72000122070312,6025600.0,0.52218866,-0.06606224,-0.06606224,0.4870224,0.4870224,0.044377327,0.26569986,1,1
2024-01-03,189.86000061035156,188.16000366210938,188.77000427246094,189.1300048828125,8661600.0,0.35019392,-0.057164054,-0.057164054,0.9279971,0.9279971,-0.29961216,0.31419247,1,1
2024-01-04,189.75,188.69000244140625,189.0800018310547,189.32000732421875,4416700.0,0.28720427,-0.05744651,-0.05744651,0.9139992,0.9139992,-0.42559147,0.2442039,1,1
2024-01-05,191.25999450683594,189.0800018310547,189.67999267578125,189.35000610351562,7481900.0,0.21424371,-0.062101312,-0.062101312,0.6833174,0.6833174,-0.5715126,0.05590242,1,1
2024-01-08,188.74000549316406,187.11000061035156,187.2100067138672,187.8699951171875,6215000.0,0.3973738,-0.058616493,-0.058616493,0.85601735,0.85601735,-0.20525241,0.32538247,1,1
2024-01-09,188.77999877929688,187.72999572753906,188.67999267578125,187.92999267578125,4437300.0,0.22307959,-0.05481902,-0.05481902,1.0,1.0,-0.5538408,0.2230796,1,1
2024-01-10,188.44000244140625,187.2100067138672,188.13999938964844,187.5,4504700.0,0.4354472,-0.0570941,-0.0570941,0.93146384,0.93146384,-0.12910563,0.4011791,1,1
2024-01-11,188.5500030517578,186.55999755859375,188.02000427246094,187.8699951171875,6831100.0,0.23037045,-0.06234856,-0.06234856,0.6710644,0.6710644,-0.5392591,0.065902665,1,1
2024-01-12,191.0800018310547,189.16000366210938,190.6699981689453,189.7100067138672,6833700.0,0.11894815,-0.05795449,-0.05795449,0.8888248,0.8888248,-0.7621037,0.06336059,1,1
2024-01-16,189.25999450683594,187.5399932861328,189.14999389648438,187.91000366210938,6548100.0,0.15592483,-0.05856943,-0.05856943,0.8583497,0.8583497,-0.68815035,0.08509968,1,1
2024-01-17,187.4199981689453,185.4499969482422,187.30999755859375,185.83999633789062,8643200.0,0.3476402,-0.053630516,-0.053630516,1.0,1.0,-0.30471963,0.34764022,1,1
2024-01-18,187.39999389648438,186.3000030517578,186.36000061035156,187.3699951171875,4685200.0,0.115162276,-0.058554947,-0.058554947,0.85906744,0.85906744,-0.76967543,0.044696003,0,0
2024-01-19,188.3000030517578,187.44000244140625,188.25999450683594,187.92999267578125,5719700.0,0.14338392,-0.05869435,-0.05869435,0.8521589,0.8521589,-0.71323216,0.06946339,1,1
2024-01-22,187.75999450683594,186.85000610351562,187.22999572753906,187.22000122070312,4397500.0,0.3011558,-0.05918566,-0.05918566,0.82781065,0.82781065,-0.3976884,0.21506114,1,1
2024-01-23,188.14999389648438,187.27999877929688,187.4499969482422,187.9499969482422,5040800.0,0.15026957,-0.05853802,-0.05853802,0.8599063,0.8599063,-0.69946086,0.08022274,1,1
2024-01-24,188.3699951171875,186.32000732421875,188.3300018310547,186.39999389648438,6085400.0,0.2287028,-0.056385204,-0.056385204,0.9665952,0.9665952,-0.54259443,0.21200038,1,1
2024-01-25,187.63999938964844,186.4600067138672,187.33999633789062,187.13999938964844,4651000.0,0.14881833,-0.057287473,-0.057287473,0.9218807,0.9218807,-0.7023634,0.109758705,1,1
2024-01-26,187.3800048828125,186.75999450683594,187.27000427246094,187.00999450683594,5064800.0,0.37824544,-0.05714025,-0.05714025,0.9291768,0.9291768,-0.24350911,0.34283385,1,1
2024-01-29,188.5399932861328,187.19000244140625,188.30999755859375,188.3300018310547,5629700.0,0.20654587,-0.064075276,-0.064075276,0.585492,0.585492,-0.5869082,-0.0007080883,0,0
2024-01-30,189.8300018310547,187.97999572753906,189.6999969482422,188.58999633789062,4976500.0,0.17301212,-0.063380525,-0.063380525,0.6199224,0.6199224,-0.6539757,-0.017026655,0,0
2024-01-31,190.4600067138672,188.1300048828125,189.3699951171875,188.4499969482422,7886100.0,0.28041676,-0.06499222,-0.06499222,0.5400504,0.5400504,-0.4391665,0.050441958,1,1
2024-02-01,191.36000061035156,188.99000549316406,189.7100067138672,190.41000366210938,10278100.0,0.114993244,-0.065123715,-0.065123715,0.5335337,0.5335337,-0.7700135,-0.11823991,0,0
2024-02-02,188.8699951171875,187.85000610351562,188.07000732421875,188.61000061035156,7337600.0,0.09213462,-0.06495215,-0.06495215,0.54203606,0.54203606,-0.81573075,-0.13684733,0,0
2024-02-05,187.82000732421875,186.6999969482422,186.8800048828125,187.57000732421875,5436100.0,0.26379445,-0.06096493,-0.06096493,0.7396339,0.7396339,-0.4724111,0.13361143,1,1
2024-02-06,188.85000610351562,187.74000549316406,187.94000244140625,188.5500030517578,4866100.0,0.08254717,-0.059931263,-0.059931263,0.7908603,0.7908603,-0.8349056,-0.022022665,0,0
2024-02-07,189.38999938964844,188.27999877929688,188.4499969482422,188.5,6276900.0,0.1579257,-0.06238967,-0.06238967,0.66902685,0.66902685,-0.6841486,-0.007560864,0,0
2024-02-08,188.52999877929688,187.82000732421875,187.91000366210938,188.3300018310547,3873300.0,0.13818815,-0.060853682,-0.060853682,0.7451472,0.7451472,-0.7236237,0.0107617825,0,0
2024-02-09,187.77000427246094,187.13999938964844,187.55999755859375,187.60000610351562,4412600.0,0.20325534,-0.059689675,-0.059689675,0.80283284,0.80283284,-0.5934893,0.10467179,1,1
2024-02-12,187.27000427246094,186.36000061035156,186.60000610351562,187.11000061035156,4706300.0,0.350082,-0.05685075,-0.05685075,0.94352376,0.94352376,-0.29983598,0.32184392,1,1
2024-02-13,185.3800048828125,184.3300018310547,185.35000610351562,184.52999877929688,9525800.0,0.22144333,-0.053068865,-0.053068865,1.0,1.0,-0.55711335,0.22144334,1,1
2024-02-14,184.8800048828125,183.77999877929688,184.27000427246094,184.4199981689453,7031600.0,0.19554816,-0.06145166,-0.06145166,0.71551275,0.71551275,-0.60890365,0.053304568,1,1
2024-02-15,186.02000427246094,185.10000610351562,185.60000610351562,185.66000366210938,6228900.0,0.11018155,-0.06018208,-0.06018208,0.77843034,0.77843034,-0.7796369,-0.0006032884,0,0
2024-02-16,186.6699981689453,184.83999633789062,185.0800018310547,186.33999633789062,6518500.0,0.11093689,-0.066606805,-0.066606805,0.4600351,0.4600351,-0.77812624,-0.15904558,0,0
2024-02-20,188.02999877929688,187.39999389648438,187.9600067138672,187.47000122070312,5531200.0,0.10404572,-0.06951668,-0.06951668,0.31582797,0.31582797,-0.79190856,-0.23804027,0,0
2024-02-21,188.0399932861328,187.10000610351562,187.8800048828125,187.47999572753906,5789200.0,0.15521446,-0.07106573,-0.07106573,0.2390604,0.2390604,-0.6895711,-0.22525534,0,0
2024-02-22,187.63999938964844,187.0500030517578,187.55999755859375,187.55999755859375,4550800.0,0.08406247,-0.06958513,-0.06958513,0.31243575,0.31243575,-0.8318751,-0.25971967,0,0
2024-02-23,189.17999267578125,187.4600067138672,187.55999755859375,188.6199951171875,6827300.0,0.05790868,-0.074302554,-0.074302554,0.078650594,0.078650594,-0.88418263,-0.40276602,0,0
2024-02-26,188.36000061035156,187.52999877929688,187.7899932861328,188.1999969482422,4491900.0,0.24324143,-0.0726721,-0.0726721,0.15945232,0.15945232,-0.51351714,-0.17703241,0,0
2024-02-27,188.72000122070312,187.8800048828125,188.5800018310547,188.0,5165400.0,0.15958565,-0.07224963,-0.07224963,0.18038905,0.18038905,-0.6808287,-0.25021982,0,0
2024-02-28,188.52000427246094,188.02999877929688,188.33999633789062,188.33999633789062,2824100.0,0.34142217,-0.06977138,-0.06977138,0.3032056,0.3032056,-0.31715566,-0.006975021,0,0
2024-02-29,189.9199981689453,189.22999572753906,189.63999938964844,189.30999755859375,6848600.0,0.17017095,-0.058697026,-0.058697026,0.85202634,0.85202634,-0.6596581,0.096184134,1,1
2024-03-01,193.39999389648438,189.44000244140625,190.27000427246094,192.88999938964844,13411000.0,0.12388333,-0.063145466,-0.063145466,0.6315714,0.6315714,-0.7522333,-0.060330942,0,0
2024-03-04,196.3300018310547,193.8800048828125,194.14999389648438,196.00999450683594,12216300.0,0.16486391,-0.061528914,-0.061528914,0.7116842,0.7116842,-0.6702722,0.020706043,0,0
2024-03-05,198.13999938964844,196.64999389648438,197.44000244140625,197.19000244140625,9672200.0,0.09066968,-0.059385307,-0.059385307,0.81791663,0.81791663,-0.8186606,-0.0003719926,0,0
2024-03-06,199.3000030517578,197.44000244140625,198.0800018310547,198.80999755859375,10459300.0,0.07679353,-0.060753442,-0.060753442,0.7501148,0.7501148,-0.84641296,-0.048149064,0,0
