,Total Return,Max Drawdown,Sharpe Ratio,Number of Trades,Win Rate,Average Win,Average Loss,Profit Factor,Expectency,Average Trade Duration,Max Consecutive Losses,Max Consecutive Wins
0,-0.059421810069865244,-0.6655991269872741,0.125656422685454,986,0.35939086294416245,0.02242916988199685,-0.011675822878836293,1.0777042734631674,0.000581199900183944,4.074111675126904,13,6
